target_index,target_total,target,model_order,pdb_model_id,csv_model,pdb_id,score,predicted_fnat,dockq,fnat,lrms,irms,classification,identification
99,113,S-T158.1,48,1423,9,S-T158.1_model_47,1.371,1.371,0.3371,0.3485,7.878,3.9611,acceptable,T158_S09.M09
99,113,S-T158.1,49,1424,10,S-T158.1_model_48,2.069,2.069,0.2447,0.0606,6.8765,5.5216,incorrect,T158_S09.M10
99,113,S-T158.1,50,1425,1,S-T158.1_model_49,1.735,1.735,0.6021,0.5152,3.9977,1.5846,medium,T158_S10.M01
99,113,S-T158.1,6,1381,7,S-T158.1_model_5,2.763,2.763,0.0444,0.0,22.3344,18.1735,incorrect,T158_S05.M07
99,113,S-T158.1,51,1426,2,S-T158.1_model_50,1.479,1.479,0.6116,0.5455,4.1165,1.5649,medium,T158_S10.M02
99,113,S-T158.1,52,1427,3,S-T158.1_model_51,1.3,1.3,0.5671,0.7121,5.1815,2.5292,acceptable,T158_S10.M03
99,113,S-T158.1,53,1428,4,S-T158.1_model_52,1.385,1.385,0.3546,0.2576,6.0773,3.6567,acceptable,T158_S10.M04
99,113,S-T158.1,54,1429,5,S-T158.1_model_53,1.434,1.434,0.6195,0.6212,3.8815,1.7986,medium,T158_S10.M05
99,113,S-T158.1,55,1430,6,S-T158.1_model_54,1.544,1.544,0.6193,0.6364,4.1651,1.7795,medium,T158_S10.M06
99,113,S-T158.1,56,1431,7,S-T158.1_model_55,1.108,1.108,0.477,0.3788,4.6955,2.3712,medium,T158_S10.M07
99,113,S-T158.1,57,1432,8,S-T158.1_model_56,0.988,0.988,0.5134,0.5,4.5684,2.5015,medium,T158_S10.M08
99,113,S-T158.1,58,1433,9,S-T158.1_model_57,0.974,0.974,0.6018,0.5758,3.8952,1.8262,medium,T158_S10.M09
99,113,S-T158.1,59,1434,10,S-T158.1_model_58,1.464,1.464,0.6162,0.6515,4.175,1.872,medium,T158_S10.M10
99,113,S-T158.1,60,1435,1,S-T158.1_model_59,1.583,1.583,0.6344,0.697,3.9789,1.8918,medium,T158_S12.M01
99,113,S-T158.1,7,1382,8,S-T158.1_model_6,1.304,1.304,0.3877,0.3636,6.7184,3.1636,acceptable,T158_S05.M08
99,113,S-T158.1,61,1436,2,S-T158.1_model_60,1.246,1.246,0.5666,0.7121,5.1898,2.5346,acceptable,T158_S12.M02
99,113,S-T158.1,62,1437,3,S-T158.1_model_61,1.461,1.461,0.6229,0.6667,4.1343,1.8641,medium,T158_S12.M03
99,113,S-T158.1,63,1438,4,S-T158.1_model_62,1.691,1.691,0.0544,0.0303,24.9032,8.7216,incorrect,T158_S12.M04
99,113,S-T158.1,64,1439,5,S-T158.1_model_63,1.466,1.466,0.5952,0.5909,4.085,1.9073,medium,T158_S12.M05
99,113,S-T158.1,65,1440,6,S-T158.1_model_64,1.561,1.561,0.0652,0.0152,20.5118,8.0009,incorrect,T158_S12.M06
99,113,S-T158.1,66,1441,7,S-T158.1_model_65,1.516,1.516,0.61,0.6364,4.2056,1.8727,medium,T158_S12.M07
99,113,S-T158.1,67,1442,8,S-T158.1_model_66,1.321,1.321,0.0576,0.0152,22.0661,8.7669,incorrect,T158_S12.M08
99,113,S-T158.1,68,1443,9,S-T158.1_model_67,1.034,1.034,0.5973,0.5606,3.9404,1.8079,medium,T158_S12.M09
99,113,S-T158.1,69,1444,1,S-T158.1_model_68,1.434,1.434,0.6195,0.6212,3.8815,1.7986,medium,T158_S15.M01
99,113,S-T158.1,70,1445,2,S-T158.1_model_69,1.466,1.466,0.5952,0.5909,4.085,1.9073,medium,T158_S15.M02
99,113,S-T158.1,8,1383,9,S-T158.1_model_7,1.718,1.718,0.5392,0.4848,3.9312,2.2439,medium,T158_S05.M09
99,113,S-T158.1,71,1446,3,S-T158.1_model_70,1.453,1.453,0.6689,0.6818,4.065,1.4679,medium,T158_S15.M03
99,113,S-T158.1,72,1447,4,S-T158.1_model_71,1.118,1.118,0.0245,0.0,34.8528,11.2758,incorrect,T158_S15.M04
99,113,S-T158.1,73,1448,5,S-T158.1_model_72,1.272,1.272,0.56,0.5909,4.5182,2.2409,medium,T158_S15.M05
99,113,S-T158.1,74,1449,6,S-T158.1_model_73,1.394,1.394,0.0757,0.0758,25.0933,6.6718,incorrect,T158_S15.M06
99,113,S-T158.1,75,1450,7,S-T158.1_model_74,1.77,1.77,0.482,0.5758,6.7766,2.5402,acceptable,T158_S15.M07
99,113,S-T158.1,76,1451,8,S-T158.1_model_75,1.395,1.395,0.6799,0.697,3.9728,1.4346,medium,T158_S15.M08
99,113,S-T158.1,77,1452,9,S-T158.1_model_76,1.405,1.405,0.6794,0.697,3.9716,1.4395,medium,T158_S15.M09
99,113,S-T158.1,78,1453,10,S-T158.1_model_77,1.392,1.392,0.6792,0.697,4.0022,1.4346,medium,T158_S15.M10
99,113,S-T158.1,79,1454,1,S-T158.1_model_78,1.769,1.769,0.0544,0.0303,24.9032,8.7216,incorrect,T158_S16.M01
99,113,S-T158.1,80,1455,2,S-T158.1_model_79,1.622,1.622,0.5512,0.6364,4.5347,2.6749,medium,T158_S16.M02
99,113,S-T158.1,9,1384,10,S-T158.1_model_8,0.498,0.498,0.0632,0.0,20.1529,7.4796,incorrect,T158_S05.M10
99,113,S-T158.1,81,1456,3,S-T158.1_model_80,2.223,2.223,0.5591,0.4242,3.466,1.8528,medium,T158_S16.M03
99,113,S-T158.1,82,1457,4,S-T158.1_model_81,1.731,1.731,0.0591,0.0303,23.8057,7.969,incorrect,T158_S16.M04
99,113,S-T158.1,83,1458,5,S-T158.1_model_82,1.635,1.635,0.2128,0.197,10.6076,6.5034,incorrect,T158_S16.M05
99,113,S-T158.1,84,1459,6,S-T158.1_model_83,1.736,1.736,0.0605,0.0606,27.6701,7.947,incorrect,T158_S16.M06
99,113,S-T158.1,85,1460,7,S-T158.1_model_84,1.987,1.987,0.067,0.0,18.9278,8.1151,incorrect,T158_S16.M07
99,113,S-T158.1,86,1461,8,S-T158.1_model_85,1.865,1.865,0.2467,0.0606,6.8004,5.5002,incorrect,T158_S16.M08
99,113,S-T158.1,87,1462,9,S-T158.1_model_86,1.545,1.545,0.5353,0.4848,4.0811,2.2474,medium,T158_S16.M09
99,113,S-T158.1,88,1463,10,S-T158.1_model_87,1.682,1.682,0.0893,0.0606,21.0788,5.6022,incorrect,T158_S16.M10
99,113,S-T158.1,89,1464,1,S-T158.1_model_88,1.589,1.589,0.1048,0.1364,24.4658,5.4371,incorrect,T158_S18.M01
99,113,S-T158.1,90,1465,2,S-T158.1_model_89,1.521,1.521,0.4291,0.4697,6.5749,3.0823,acceptable,T158_S18.M02
99,113,S-T158.1,10,1385,1,S-T158.1_model_9,1.806,1.806,0.5162,0.6061,6.0136,2.4291,acceptable,T158_S06.M01
99,113,S-T158.1,91,1466,3,S-T158.1_model_90,2.032,2.032,0.5414,0.6667,5.7261,2.4699,acceptable,T158_S18.M03
99,113,S-T158.1,92,1467,4,S-T158.1_model_91,1.323,1.323,0.0532,0.0,21.8742,8.7692,incorrect,T158_S18.M04
99,113,S-T158.1,93,1468,5,S-T158.1_model_92,1.449,1.449,0.4681,0.5152,6.5283,2.5278,acceptable,T158_S18.M05
99,113,S-T158.1,94,1469,6,S-T158.1_model_93,0.966,0.966,0.0551,0.0303,23.5101,10.5744,incorrect,T158_S18.M06
99,113,S-T158.1,95,1470,7,S-T158.1_model_94,1.427,1.427,0.0055,0.0,75.8861,23.7838,incorrect,T158_S18.M07
99,113,S-T158.1,96,1471,8,S-T158.1_model_95,1.729,1.729,0.3917,0.4242,6.9682,3.53,acceptable,T158_S18.M08
99,113,S-T158.1,97,1472,9,S-T158.1_model_96,1.523,1.523,0.5909,0.6061,4.1924,1.9902,medium,T158_S18.M09
99,113,S-T158.1,98,1473,10,S-T158.1_model_97,0.409,0.409,0.0041,0.0,78.8469,48.9094,incorrect,T158_S18.M10
99,113,S-T158.1,99,1474,1,S-T158.1_model_98,1.475,1.475,0.6113,0.6364,4.134,1.8788,medium,T158_S19.M01
99,113,S-T158.1,100,1475,2,S-T158.1_model_99,1.42,1.42,0.6111,0.6364,4.1594,1.8737,medium,T158_S19.M02
100,113,S-T159.1,1,1048,1,S-T159.1_model_0,0.777,0.777,0.5108,0.4202,4.4424,2.1517,medium,T159_S05.M01
100,113,S-T159.1,2,1049,2,S-T159.1_model_1,1.719,1.719,0.5099,0.4202,4.4612,2.1581,medium,T159_S05.M02
100,113,S-T159.1,11,1058,1,S-T159.1_model_10,1.812,1.812,0.7474,0.7647,1.9339,1.4225,medium,T159_S06.M01
100,113,S-T159.1,101,1148,1,S-T159.1_model_100,1.806,1.806,0.5343,0.5714,4.9633,2.3694,medium,T159_S20.M01
100,113,S-T159.1,102,1149,2,S-T159.1_model_101,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S20.M02
100,113,S-T159.1,103,1150,3,S-T159.1_model_102,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S20.M03
100,113,S-T159.1,104,1151,4,S-T159.1_model_103,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S20.M04
100,113,S-T159.1,105,1152,5,S-T159.1_model_104,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S20.M05
100,113,S-T159.1,106,1153,6,S-T159.1_model_105,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S20.M06
100,113,S-T159.1,107,1154,7,S-T159.1_model_106,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S20.M07
100,113,S-T159.1,108,1155,8,S-T159.1_model_107,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S20.M08
100,113,S-T159.1,109,1156,9,S-T159.1_model_108,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S20.M09
100,113,S-T159.1,110,1157,10,S-T159.1_model_109,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S20.M10
100,113,S-T159.1,12,1059,2,S-T159.1_model_11,1.56,1.56,0.3482,0.2424,5.8242,4.0227,acceptable,T159_S06.M02
100,113,S-T159.1,111,1158,1,S-T159.1_model_110,1.7,1.7,0.5334,0.563,4.9287,2.3536,medium,T159_S21.M01
100,113,S-T159.1,112,1159,2,S-T159.1_model_111,1.879,1.879,0.5377,0.563,4.8518,2.3135,medium,T159_S21.M02
100,113,S-T159.1,113,1160,3,S-T159.1_model_112,1.877,1.877,0.5342,0.563,4.9179,2.3442,medium,T159_S21.M03
100,113,S-T159.1,114,1161,4,S-T159.1_model_113,1.132,1.132,0.6974,0.6471,3.0134,1.3385,medium,T159_S21.M04
100,113,S-T159.1,115,1162,5,S-T159.1_model_114,1.361,1.361,0.5463,0.3782,3.2623,1.8788,medium,T159_S21.M05
100,113,S-T159.1,116,1163,6,S-T159.1_model_115,1.374,1.374,0.5445,0.3697,3.2586,1.8693,medium,T159_S21.M06
100,113,S-T159.1,117,1164,7,S-T159.1_model_116,1.364,1.364,0.5461,0.3782,3.2873,1.875,medium,T159_S21.M07
100,113,S-T159.1,118,1165,8,S-T159.1_model_117,1.407,1.407,0.5485,0.3782,3.2345,1.8602,medium,T159_S21.M08
100,113,S-T159.1,119,1166,9,S-T159.1_model_118,1.292,1.292,0.5498,0.3866,3.2687,1.8707,medium,T159_S21.M09
100,113,S-T159.1,120,1167,10,S-T159.1_model_119,1.433,1.433,0.5445,0.3782,3.3339,1.8803,medium,T159_S21.M10
100,113,S-T159.1,13,1060,3,S-T159.1_model_12,1.427,1.427,0.5182,0.4454,5.0474,1.9565,medium,T159_S06.M03
100,113,S-T159.1,121,1168,1,S-T159.1_model_120,1.851,1.851,0.7114,0.7059,2.5707,1.4643,medium,T159_S25.M01
100,113,S-T159.1,122,1169,2,S-T159.1_model_121,1.995,1.995,0.7225,0.6975,1.8441,1.4535,medium,T159_S25.M02
100,113,S-T159.1,123,1170,3,S-T159.1_model_122,1.694,1.694,0.7446,0.7143,1.6305,1.3423,medium,T159_S25.M03
100,113,S-T159.1,124,1171,4,S-T159.1_model_123,1.653,1.653,0.7087,0.6975,2.6317,1.4515,medium,T159_S25.M04
100,113,S-T159.1,125,1172,5,S-T159.1_model_124,1.643,1.643,0.6995,0.6639,2.0029,1.539,medium,T159_S25.M05
100,113,S-T159.1,126,1173,6,S-T159.1_model_125,1.756,1.756,0.7316,0.6891,1.8397,1.3553,medium,T159_S25.M06
100,113,S-T159.1,127,1174,7,S-T159.1_model_126,1.664,1.664,0.7402,0.7143,1.9207,1.3429,medium,T159_S25.M07
100,113,S-T159.1,128,1175,8,S-T159.1_model_127,1.853,1.853,0.7205,0.6975,2.0478,1.4428,medium,T159_S25.M08
100,113,S-T159.1,129,1176,9,S-T159.1_model_128,1.808,1.808,0.7408,0.7479,2.2934,1.378,medium,T159_S25.M09
100,113,S-T159.1,130,1177,10,S-T159.1_model_129,1.779,1.779,0.7288,0.6975,1.9484,1.3863,medium,T159_S25.M10
100,113,S-T159.1,14,1061,4,S-T159.1_model_13,1.54,1.54,0.3516,0.2626,5.9849,3.9976,acceptable,T159_S06.M04
100,113,S-T159.1,131,1178,1,S-T159.1_model_130,1.865,1.865,0.726,0.6975,1.9528,1.4091,medium,T159_S26.M01
100,113,S-T159.1,132,1179,2,S-T159.1_model_131,1.865,1.865,0.726,0.6975,1.9528,1.4091,medium,T159_S26.M02
100,113,S-T159.1,133,1180,3,S-T159.1_model_132,1.876,1.876,0.7301,0.7479,2.0633,1.5055,medium,T159_S26.M03
100,113,S-T159.1,134,1181,4,S-T159.1_model_133,1.884,1.884,0.7171,0.7227,2.5955,1.4597,medium,T159_S26.M04
100,113,S-T159.1,135,1182,5,S-T159.1_model_134,1.954,1.954,0.7296,0.7227,2.0845,1.4339,medium,T159_S26.M05
100,113,S-T159.1,136,1183,6,S-T159.1_model_135,1.832,1.832,0.7443,0.6975,1.7296,1.2881,medium,T159_S26.M06
100,113,S-T159.1,137,1184,7,S-T159.1_model_136,1.446,1.446,0.7215,0.6975,1.886,1.4575,medium,T159_S26.M07
100,113,S-T159.1,138,1185,8,S-T159.1_model_137,2.189,2.189,0.7345,0.7479,2.273,1.4355,medium,T159_S26.M08
100,113,S-T159.1,139,1186,9,S-T159.1_model_138,1.773,1.773,0.7213,0.7059,1.868,1.4882,medium,T159_S26.M09
100,113,S-T159.1,140,1187,10,S-T159.1_model_139,2.189,2.189,0.7345,0.7479,2.273,1.4355,medium,T159_S26.M10
100,113,S-T159.1,15,1062,5,S-T159.1_model_14,1.387,1.387,0.3245,0.202,6.1771,4.1203,acceptable,T159_S06.M05
100,113,S-T159.1,141,1188,1,S-T159.1_model_140,1.786,1.786,0.7236,0.6807,1.6581,1.4231,medium,T159_S28.M01
100,113,S-T159.1,142,1189,2,S-T159.1_model_141,1.989,1.989,0.7308,0.6218,1.5589,1.2169,medium,T159_S28.M02
100,113,S-T159.1,143,1190,3,S-T159.1_model_142,1.782,1.782,0.7232,0.7311,2.5466,1.4384,medium,T159_S28.M03
100,113,S-T159.1,144,1191,4,S-T159.1_model_143,2.07,2.07,0.7206,0.6891,1.8007,1.4526,medium,T159_S28.M04
100,113,S-T159.1,145,1192,5,S-T159.1_model_144,2.213,2.213,0.7666,0.7395,1.8379,1.211,medium,T159_S28.M05
100,113,S-T159.1,146,1193,6,S-T159.1_model_145,1.54,1.54,0.7056,0.6387,1.9467,1.419,medium,T159_S28.M06
100,113,S-T159.1,147,1194,7,S-T159.1_model_146,1.748,1.748,0.7456,0.7227,1.6174,1.3596,medium,T159_S28.M07
100,113,S-T159.1,148,1195,8,S-T159.1_model_147,1.658,1.658,0.7341,0.6471,1.5584,1.2563,medium,T159_S28.M08
100,113,S-T159.1,149,1196,9,S-T159.1_model_148,1.795,1.795,0.7076,0.7059,2.3179,1.5428,medium,T159_S28.M09
100,113,S-T159.1,150,1197,10,S-T159.1_model_149,1.784,1.784,0.7318,0.6975,1.8699,1.3722,medium,T159_S28.M10
100,113,S-T159.1,16,1063,6,S-T159.1_model_15,1.527,1.527,0.3572,0.2525,5.6377,3.9647,acceptable,T159_S06.M06
100,113,S-T159.1,17,1064,7,S-T159.1_model_16,1.459,1.459,0.3424,0.2323,5.939,4.002,acceptable,T159_S06.M07
100,113,S-T159.1,18,1065,8,S-T159.1_model_17,1.168,1.168,0.6837,0.6218,3.1108,1.3639,medium,T159_S06.M08
100,113,S-T159.1,19,1066,9,S-T159.1_model_18,1.454,1.454,0.3439,0.2323,5.909,3.9582,acceptable,T159_S06.M09
100,113,S-T159.1,20,1067,10,S-T159.1_model_19,0.96,0.96,0.1664,0.0505,11.0855,5.1638,incorrect,T159_S06.M10
100,113,S-T159.1,3,1050,3,S-T159.1_model_2,1.761,1.761,0.5134,0.4286,4.4819,2.1443,medium,T159_S05.M03
100,113,S-T159.1,21,1068,1,S-T159.1_model_20,1.812,1.812,0.7474,0.7647,1.9339,1.4225,medium,T159_S07.M01
100,113,S-T159.1,22,1069,2,S-T159.1_model_21,1.56,1.56,0.3482,0.2424,5.8242,4.0227,acceptable,T159_S07.M02
100,113,S-T159.1,23,1070,3,S-T159.1_model_22,1.427,1.427,0.5182,0.4454,5.0474,1.9565,medium,T159_S07.M03
100,113,S-T159.1,24,1071,4,S-T159.1_model_23,1.54,1.54,0.3516,0.2626,5.9849,3.9976,acceptable,T159_S07.M04
100,113,S-T159.1,25,1072,5,S-T159.1_model_24,1.527,1.527,0.3572,0.2525,5.6377,3.9647,acceptable,T159_S07.M05
100,113,S-T159.1,26,1073,6,S-T159.1_model_25,1.168,1.168,0.6837,0.6218,3.1108,1.3639,medium,T159_S07.M06
100,113,S-T159.1,27,1074,7,S-T159.1_model_26,1.387,1.387,0.3245,0.202,6.1771,4.1203,acceptable,T159_S07.M07
100,113,S-T159.1,28,1075,8,S-T159.1_model_27,1.459,1.459,0.3424,0.2323,5.939,4.002,acceptable,T159_S07.M08
100,113,S-T159.1,29,1076,9,S-T159.1_model_28,1.454,1.454,0.3439,0.2323,5.909,3.9582,acceptable,T159_S07.M09
100,113,S-T159.1,30,1077,10,S-T159.1_model_29,0.96,0.96,0.1664,0.0505,11.0855,5.1638,incorrect,T159_S07.M10
100,113,S-T159.1,4,1051,4,S-T159.1_model_3,1.712,1.712,0.5156,0.4286,4.3675,2.1541,medium,T159_S05.M04
100,113,S-T159.1,31,1078,1,S-T159.1_model_30,1.81,1.81,0.5446,0.6134,5.7549,2.1128,acceptable,T159_S08.M01
100,113,S-T159.1,32,1079,2,S-T159.1_model_31,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S08.M02
100,113,S-T159.1,33,1080,3,S-T159.1_model_32,1.329,1.329,0.5878,0.5126,3.669,1.8093,medium,T159_S08.M03
100,113,S-T159.1,34,1081,4,S-T159.1_model_33,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S08.M04
100,113,S-T159.1,35,1082,5,S-T159.1_model_34,1.194,1.194,0.6944,0.6471,3.051,1.3562,medium,T159_S08.M05
100,113,S-T159.1,36,1083,6,S-T159.1_model_35,1.924,1.924,0.7295,0.7311,2.2658,1.4295,medium,T159_S08.M06
100,113,S-T159.1,37,1084,7,S-T159.1_model_36,0.97,0.97,0.5812,0.4874,3.5062,1.8292,medium,T159_S08.M07
100,113,S-T159.1,38,1085,8,S-T159.1_model_37,1.921,1.921,0.7269,0.6975,1.7912,1.4233,medium,T159_S08.M08
100,113,S-T159.1,39,1086,9,S-T159.1_model_38,0.972,0.972,0.5844,0.4874,3.4849,1.7992,medium,T159_S08.M09
100,113,S-T159.1,40,1087,10,S-T159.1_model_39,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S08.M10
100,113,S-T159.1,5,1052,5,S-T159.1_model_4,1.738,1.738,0.5197,0.437,4.3321,2.1461,medium,T159_S05.M05
100,113,S-T159.1,41,1088,1,S-T159.1_model_40,1.128,1.128,0.6134,0.5294,3.2616,1.694,medium,T159_S09.M01
100,113,S-T159.1,42,1089,2,S-T159.1_model_41,1.329,1.329,0.5878,0.5126,3.669,1.8093,medium,T159_S09.M02
100,113,S-T159.1,43,1090,3,S-T159.1_model_42,1.924,1.924,0.7295,0.7311,2.2658,1.4295,medium,T159_S09.M03
100,113,S-T159.1,44,1091,4,S-T159.1_model_43,1.921,1.921,0.7269,0.6975,1.7912,1.4233,medium,T159_S09.M04
100,113,S-T159.1,45,1092,5,S-T159.1_model_44,0.972,0.972,0.5844,0.4874,3.4849,1.7992,medium,T159_S09.M05
100,113,S-T159.1,46,1093,6,S-T159.1_model_45,0.97,0.97,0.5812,0.4874,3.5062,1.8292,medium,T159_S09.M06
100,113,S-T159.1,47,1094,7,S-T159.1_model_46,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S09.M07
100,113,S-T159.1,48,1095,8,S-T159.1_model_47,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S09.M08
100,113,S-T159.1,49,1096,9,S-T159.1_model_48,1.81,1.81,0.5446,0.6134,5.7549,2.1128,acceptable,T159_S09.M09
100,113,S-T159.1,50,1097,10,S-T159.1_model_49,1.194,1.194,0.6944,0.6471,3.0509,1.3562,medium,T159_S09.M10
100,113,S-T159.1,6,1053,6,S-T159.1_model_5,1.254,1.254,0.496,0.2857,3.2261,2.1479,acceptable,T159_S05.M06
100,113,S-T159.1,51,1098,1,S-T159.1_model_50,1.941,1.941,0.7295,0.6891,1.7358,1.3863,medium,T159_S12.M01
100,113,S-T159.1,52,1099,2,S-T159.1_model_51,1.416,1.416,0.7446,0.7311,1.9183,1.3526,medium,T159_S12.M02
100,113,S-T159.1,53,1100,3,S-T159.1_model_52,1.685,1.685,0.7506,0.7143,1.5587,1.302,medium,T159_S12.M03
100,113,S-T159.1,54,1101,4,S-T159.1_model_53,0.956,0.956,0.5694,0.437,3.7383,1.7161,medium,T159_S12.M04
100,113,S-T159.1,55,1102,5,S-T159.1_model_54,1.816,1.816,0.7512,0.7311,1.933,1.2984,medium,T159_S12.M05
100,113,S-T159.1,56,1103,6,S-T159.1_model_55,1.369,1.369,0.2107,0.1092,9.5596,5.0325,acceptable,T159_S12.M06
100,113,S-T159.1,57,1104,7,S-T159.1_model_56,1.922,1.922,0.744,0.7227,1.8671,1.3427,medium,T159_S12.M07
100,113,S-T159.1,58,1105,8,S-T159.1_model_57,1.53,1.53,0.1609,0.0672,11.7853,5.3266,incorrect,T159_S12.M08
100,113,S-T159.1,59,1106,9,S-T159.1_model_58,2.124,2.124,0.7249,0.6639,1.6232,1.3684,medium,T159_S12.M09
100,113,S-T159.1,60,1107,10,S-T159.1_model_59,1.814,1.814,0.5448,0.6134,5.7458,2.1135,acceptable,T159_S12.M10
100,113,S-T159.1,7,1054,7,S-T159.1_model_6,1.344,1.344,0.6418,0.437,1.9168,1.3927,medium,T159_S05.M07
100,113,S-T159.1,61,1108,1,S-T159.1_model_60,1.915,1.915,0.7197,0.7143,2.0446,1.5013,medium,T159_S15.M01
100,113,S-T159.1,62,1109,2,S-T159.1_model_61,1.941,1.941,0.7295,0.6891,1.7358,1.3863,medium,T159_S15.M02
100,113,S-T159.1,63,1110,3,S-T159.1_model_62,1.634,1.634,0.7114,0.6303,1.6599,1.3818,medium,T159_S15.M03
100,113,S-T159.1,64,1111,4,S-T159.1_model_63,1.855,1.855,0.7171,0.6807,1.8804,1.45,medium,T159_S15.M04
100,113,S-T159.1,65,1112,5,S-T159.1_model_64,2.07,2.07,0.7316,0.7227,1.767,1.4613,medium,T159_S15.M05
100,113,S-T159.1,66,1113,6,S-T159.1_model_65,1.957,1.957,0.7186,0.6891,1.7767,1.4743,medium,T159_S15.M06
100,113,S-T159.1,67,1114,7,S-T159.1_model_66,1.954,1.954,0.7335,0.7059,1.7169,1.4016,medium,T159_S15.M07
100,113,S-T159.1,68,1115,8,S-T159.1_model_67,2.045,2.045,0.7171,0.6723,1.8672,1.4262,medium,T159_S15.M08
100,113,S-T159.1,69,1116,9,S-T159.1_model_68,1.929,1.929,0.7246,0.6723,1.7852,1.3733,medium,T159_S15.M09
100,113,S-T159.1,70,1117,10,S-T159.1_model_69,2.099,2.099,0.7198,0.6975,1.94,1.4651,medium,T159_S15.M10
100,113,S-T159.1,8,1055,8,S-T159.1_model_7,1.706,1.706,0.5207,0.437,4.2865,2.1482,medium,T159_S05.M08
100,113,S-T159.1,71,1118,1,S-T159.1_model_70,1.857,1.857,0.738,0.7311,1.8669,1.4155,medium,T159_S16.M01
100,113,S-T159.1,72,1119,2,S-T159.1_model_71,1.855,1.855,0.7271,0.7143,2.0764,1.4309,medium,T159_S16.M02
100,113,S-T159.1,73,1120,3,S-T159.1_model_72,1.899,1.899,0.7308,0.6891,1.5071,1.4015,medium,T159_S16.M03
100,113,S-T159.1,74,1121,4,S-T159.1_model_73,1.811,1.811,0.718,0.7143,2.6024,1.4255,medium,T159_S16.M04
100,113,S-T159.1,75,1122,5,S-T159.1_model_74,1.74,1.74,0.7252,0.6807,1.7169,1.4016,medium,T159_S16.M05
100,113,S-T159.1,76,1123,6,S-T159.1_model_75,0.801,0.801,0.5718,0.437,3.4518,1.7627,medium,T159_S16.M06
100,113,S-T159.1,77,1124,7,S-T159.1_model_76,1.733,1.733,0.7165,0.6303,1.6498,1.3415,medium,T159_S16.M07
100,113,S-T159.1,78,1125,8,S-T159.1_model_77,1.625,1.625,0.7535,0.6975,1.4818,1.2433,medium,T159_S16.M08
100,113,S-T159.1,79,1126,9,S-T159.1_model_78,2.046,2.046,0.7243,0.6891,1.7912,1.4232,medium,T159_S16.M09
100,113,S-T159.1,80,1127,10,S-T159.1_model_79,1.787,1.787,0.7318,0.6303,1.5896,1.2267,medium,T159_S16.M10
100,113,S-T159.1,9,1056,9,S-T159.1_model_8,1.259,1.259,0.5016,0.3109,3.2924,2.166,medium,T159_S05.M09
100,113,S-T159.1,81,1128,1,S-T159.1_model_80,1.574,1.574,0.721,0.6387,1.8258,1.3076,medium,T159_S18.M01
100,113,S-T159.1,82,1129,2,S-T159.1_model_81,1.652,1.652,0.6931,0.6639,2.3093,1.5485,medium,T159_S18.M02
100,113,S-T159.1,83,1130,3,S-T159.1_model_82,1.666,1.666,0.7214,0.6303,2.0774,1.2493,medium,T159_S18.M03
100,113,S-T159.1,84,1131,4,S-T159.1_model_83,1.763,1.763,0.6832,0.6218,2.5256,1.4742,medium,T159_S18.M04
100,113,S-T159.1,85,1132,5,S-T159.1_model_84,1.798,1.798,0.7079,0.6639,2.1676,1.4387,medium,T159_S18.M05
100,113,S-T159.1,86,1133,6,S-T159.1_model_85,1.716,1.716,0.6985,0.6218,1.9229,1.4355,medium,T159_S18.M06
100,113,S-T159.1,87,1134,7,S-T159.1_model_86,1.791,1.791,0.6972,0.6218,1.8776,1.4521,medium,T159_S18.M07
100,113,S-T159.1,88,1135,8,S-T159.1_model_87,2.019,2.019,0.7305,0.6555,1.7639,1.2819,medium,T159_S18.M08
100,113,S-T159.1,89,1136,9,S-T159.1_model_88,2.078,2.078,0.7075,0.6471,1.9146,1.4297,medium,T159_S18.M09
100,113,S-T159.1,90,1137,10,S-T159.1_model_89,0.884,0.884,0.0465,0.0,23.0864,10.4838,incorrect,T159_S18.M10
100,113,S-T159.1,10,1057,10,S-T159.1_model_9,1.024,1.024,0.3968,0.2857,6.9262,2.2734,acceptable,T159_S05.M10
100,113,S-T159.1,91,1138,1,S-T159.1_model_90,1.298,1.298,0.6427,0.605,3.8091,1.5287,medium,T159_S19.M01
100,113,S-T159.1,92,1139,2,S-T159.1_model_91,1.298,1.298,0.6427,0.605,3.809,1.5286,medium,T159_S19.M02
100,113,S-T159.1,93,1140,3,S-T159.1_model_92,1.016,1.016,0.2189,0.1429,9.2404,6.204,acceptable,T159_S19.M03
